u_n
0
-0.0200583
-0.0401006
-0.0601105
-0.0800723
-0.0999701
-0.119788
-0.139511
-0.159124
-0.178612
-0.197961
-0.217157
-0.236187
-0.255037
-0.273695
-0.292149
-0.310388
-0.328401
-0.346179
-0.363711
-0.38099
-0.398006
-0.414753
-0.431223
-0.447411
-0.46331
-0.478917
-0.494227
-0.509237
-0.523942
-0.538342
-0.552434
-0.566217
-0.579691
-0.592855
-0.605709
-0.618255
-0.630493
-0.642426
-0.654055
-0.665383
-0.676412
-0.687146
-0.697588
-0.707742
-0.717612
-0.727201
-0.736515
-0.745557
-0.754333
-0.762848
-0.771105
-0.779111
-0.786871
-0.794389
-0.801672
-0.808724
-0.815551
-0.822158
-0.828551
-0.834734
-0.840714
-0.846496
-0.852084
-0.857485
-0.862702
-0.867743
-0.87261
-0.877311
-0.881848
-0.886228
-0.890455
-0.894533
-0.898467
-0.902262
-0.905923
-0.909452
-0.912855
-0.916135
-0.919297
-0.922344
-0.92528
-0.92811
-0.930835
-0.933461
-0.93599
-0.938426
-0.940771
-0.94303
-0.945204
-0.947298
-0.949313
-0.951253
-0.953119
-0.954916
-0.956645
-0.958308
-0.959909
-0.961449
-0.96293
-0.964355
-0.965726
-0.967044
-0.968312
-0.969531
-0.970704
-0.971831
-0.972915
-0.973957
-0.974958
-0.975921
-0.976847
-0.977736
-0.978591
-0.979413
-0.980202
-0.980961
-0.981689
-0.982389
-0.983062
-0.983708
-0.984328
-0.984924
-0.985495
-0.986045
-0.986572
-0.987077
-0.987563
-0.988029
-0.988476
-0.988904
-0.989315
-0.98971
-0.990087
-0.99045
-0.990797
-0.991129
-0.991447
-0.991752
-0.992044
-0.992322
-0.992589
-0.992844
-0.993087
-0.99332
-0.993542
-0.993753
-0.993955
-0.994147
-0.994329
-0.994503
-0.994667
-0.994824
-0.994972
-0.995111
-0.995243
-0.995368
-0.995485
-0.995595
-0.995697
-0.995793
-0.995882
-0.995965
-0.996041
-0.99611
-0.996173
-0.996231
-0.996282
-0.996327
-0.996366
-0.996399
-0.996427
-0.996449
-0.996465
-0.996475
-0.99648
-0.996478
-0.996472
-0.996459
-0.996441
-0.996417
-0.996387
-0.996351
-0.996309
-0.996261
-0.996207
-0.996147
-0.99608
-0.996007
-0.995928
-0.995842
-0.995748
-0.995648
-0.995541
-0.995426
-0.995304
-0.995173
-0.995035
-0.994889
-0.994733
-0.99457
-0.994396
-0.994214
-0.994022
-0.993819
-0.993606
-0.993383
-0.993148
-0.992901
-0.992642
-0.992371
-0.992087
-0.991789
-0.991477
-0.99115
-0.990808
-0.990451
-0.990076
-0.989685
-0.989275
-0.988848
-0.9884
-0.987933
-0.987444
-0.986934
-0.986401
-0.985844
-0.985262
-0.984654
-0.98402
-0.983357
-0.982666
-0.981944
-0.98119
-0.980403
-0.979582
-0.978725
-0.977831
-0.976897
-0.975923
-0.974907
-0.973847
-0.972741
-0.971587
-0.970383
-0.969127
-0.967817
-0.966451
-0.965026
-0.963539
-0.961988
-0.960371
-0.958685
-0.956925
-0.955091
-0.953177
-0.951182
-0.949101
-0.94693
-0.944666
-0.942305
-0.939843
-0.937275
-0.934597
-0.931803
-0.92889
-0.925851
-0.922682
-0.919377
-0.915929
-0.912334
-0.908584
-0.904673
-0.900594
-0.89634
-0.891903
-0.887277
-0.882453
-0.877422
-0.872177
-0.866708
-0.861007
-0.855064
-0.848869
-0.842414
-0.835687
-0.828679
-0.821378
-0.813775
-0.805858
-0.797617
-0.789039
-0.780115
-0.770831
-0.761178
-0.751144
-0.740717
-0.729886
-0.718642
-0.706972
-0.694866
-0.682315
-0.66931
-0.655841
-0.6419
-0.627481
-0.612575
-0.597178
-0.581285
-0.564893
-0.547999
-0.530602
-0.512704
-0.494306
-0.475411
-0.456026
-0.436157
-0.415813
-0.395006
-0.373747
-0.352052
-0.329937
-0.307421
-0.284525
-0.26127
-0.237681
-0.213785
-0.189608
-0.16518
-0.140532
-0.115695
-0.0907035
-0.0655906
-0.0403914
-0.0151416
0.010123
0.0353662
0.0605516
0.0856434
0.110606
0.135403
0.160002
0.184368
0.208469
0.232274
0.255752
0.278875
0.301616
0.32395
0.345854
0.367304
0.388281
0.408766
0.428744
0.448198
0.467116
0.485487
0.5033
0.520547
0.537221
0.553318
0.568832
0.583762
0.598105
0.611861
0.62503
0.637614
0.649614
0.661032
0.671872
0.682138
0.691833
0.700961
0.709528
0.717537
0.724994
0.731902
0.738267
0.744093
0.749385
0.754145
0.758379
0.762089
0.765279
0.767952
0.770109
0.771753
0.772885
0.773507
0.773618
0.773219
0.77231
0.77089
0.768957
0.76651
0.763547
0.760064
0.75606
0.751531
0.746472
0.740881
0.734753
0.728084
0.720869
0.713103
0.704782
0.695902
0.686457
0.676444
0.665858
0.654695
0.642953
0.630628
0.617719
0.604223
0.590141
0.575471
0.560216
0.544378
0.52796
0.510967
0.493405
0.475281
0.456606
0.437389
0.417643
0.397382
0.376622
0.35538
0.333676
0.31153
0.288967
0.26601
0.242686
0.219022
0.195048
0.170795
0.146294
0.121579
0.0966837
0.0716428
0.046492
0.0212671
-0.00399561
-0.0292599
-0.0544897
-0.0796493
-0.104703
-0.129617
-0.154358
-0.178892
-0.203189
-0.227218
-0.250951
-0.274362
-0.297425
-0.320117
-0.342417
-0.364304
-0.385762
-0.406775
-0.427329
-0.447412
-0.467016
-0.486131
-0.504751
-0.522872
-0.540492
-0.557609
-0.574223
-0.590335
-0.60595
-0.62107
-0.635702
-0.64985
-0.663523
-0.676728
-0.689474
-0.70177
-0.713625
-0.72505
-0.736055
-0.746651
-0.756849
-0.76666
-0.776096
-0.785168
-0.793887
-0.802265
-0.810313
-0.818041
-0.825461
-0.832584
-0.839421
-0.845981
-0.852275
-0.858314
-0.864105
-0.86966
-0.874987
-0.880096
-0.884994
-0.88969
-0.894192
-0.898508
-0.902646
-0.906612
-0.910414
-0.914058
-0.917552
-0.9209
-0.92411
-0.927186
-0.930135
-0.932961
-0.93567
-0.938267
-0.940756
-0.943142
-0.945429
-0.947621
-0.949722
-0.951736
-0.953667
-0.955517
-0.957291
-0.958992
-0.960621
-0.962184
-0.963681
-0.965116
-0.966492
-0.96781
-0.969074
-0.970285
-0.971445
-0.972557
-0.973623
-0.974644
-0.975622
-0.976559
-0.977456
-0.978316
-0.979139
-0.979928
-0.980682
-0.981405
-0.982096
-0.982757
-0.98339
-0.983995
-0.984574
-0.985127
-0.985655
-0.986159
-0.986641
-0.987101
-0.987539
-0.987957
-0.988354
-0.988733
-0.989093
-0.989436
-0.989761
-0.990069
-0.990361
-0.990637
-0.990898
-0.991144
-0.991376
-0.991593
-0.991797
-0.991988
-0.992166
-0.99233
-0.992483
-0.992623
-0.992751
-0.992868
-0.992973
-0.993067
-0.993149
-0.993221
-0.993281
-0.993331
-0.99337
-0.993398
-0.993416
-0.993423
-0.993419
-0.993405
-0.993381
-0.993346
-0.9933
-0.993243
-0.993176
-0.993097
-0.993008
-0.992907
-0.992795
-0.992672
-0.992537
-0.99239
-0.99223
-0.992059
-0.991875
-0.991677
-0.991467
-0.991243
-0.991005
-0.990753
-0.990486
-0.990204
-0.989906
-0.989592
-0.989262
-0.988915
-0.98855
-0.988167
-0.987766
-0.987345
-0.986904
-0.986442
-0.985959
-0.985454
-0.984926
-0.984374
-0.983798
-0.983196
-0.982568
-0.981912
-0.981228
-0.980515
-0.979771
-0.978996
-0.978187
-0.977345
-0.976468
-0.975554
-0.974602
-0.973611
-0.972579
-0.971505
-0.970386
-0.969222
-0.968011
-0.966751
-0.96544
-0.964075
-0.962657
-0.961181
-0.959647
-0.958051
-0.956392
-0.954667
-0.952875
-0.951011
-0.949075
-0.947062
-0.944971
-0.942799
-0.940542
-0.938197
-0.935763
-0.933234
-0.930609
-0.927883
-0.925053
-0.922116
-0.919067
-0.915904
-0.912621
-0.909216
-0.905684
-0.902021
-0.898222
-0.894284
-0.890201
-0.885969
-0.881584
-0.877041
-0.872335
-0.86746
-0.862413
-0.857187
-0.851778
-0.846181
-0.84039
-0.834401
-0.828206
-0.821803
-0.815184
-0.808345
-0.801279
-0.793983
-0.78645
-0.778675
-0.770653
-0.762378
-0.753846
-0.745052
-0.73599
-0.726656
-0.717045
-0.707154
-0.696977
-0.686511
-0.675752
-0.664696
-0.653341
-0.641684
-0.629722
-0.617454
-0.604877
-0.59199
-0.578792
-0.565284
-0.551465
-0.537336
-0.522899
-0.508154
-0.493105
-0.477754
-0.462105
-0.446162
-0.429931
-0.413416
-0.396624
-0.379561
-0.362236
-0.344656
-0.326831
-0.308769
-0.290482
-0.271979
-0.253272
-0.234373
-0.215295
-0.19605
-0.176653
-0.157117
-0.137457
-0.117688
-0.0978245
-0.0778823
-0.0578773
-0.0378253
-0.0177426
0.00235478
0.0224505
0.0425282
0.0625719
0.0825653
0.102493
0.122338
0.142086
0.161722
0.18123
0.200597
0.219808
0.23885
0.25771
0.276376
0.294835
0.313076
0.331089
0.348863
0.36639
0.383661
0.400666
0.4174
0.433855
0.450025
0.465905
0.48149
0.496776
0.511759
0.526437
0.540808
0.554869
0.56862
0.582059
0.595188
0.608006
0.620514
0.632714
0.644608
0.656197
0.667484
0.678472
0.689165
0.699565
0.709676
0.719504
0.729051
0.738322
0.747322
0.756056
0.764528
0.772744
0.780709
0.788427
0.795905
0.803147
0.81016
0.816948
0.823516
0.829871
0.836017
0.841961
0.847706
0.85326
0.858626
0.86381
0.868817
0.873653
0.878322
0.882829
0.887179
0.891377
0.895427
0.899335
0.903103
0.906738
0.910242
0.913621
0.916878
0.920017
0.923042
0.925958
0.928767
0.931473
0.93408
0.936591
0.939009
0.941338
0.94358
0.945739
0.947818
0.949819
0.951745
0.953599
0.955383
0.957101
0.958753
0.960343
0.961873
0.963345
0.964762
0.966124
0.967435
0.968696
0.969908
0.971075
0.972197
0.973275
0.974313
0.975311
0.97627
0.977193
0.97808
0.978933
0.979753
0.980542
0.9813
0.982029
0.98273
0.983403
0.984051
0.984673
0.985271
0.985847
0.9864
0.986931
0.987442
0.987933
0.988404
0.988858
0.989294
0.989713
0.990115
0.990502
0.990874
0.991232
0.991575
0.991905
0.992222
0.992527
0.99282
0.993101
0.993372
0.993632
0.993882
0.994122
0.994352
0.994574
0.994787
0.994991
0.995188
0.995377
0.995558
0.995733
0.9959
0.996061
0.996216
0.996365
0.996508
0.996645
0.996777
0.996904
0.997025
0.997142
0.997255
0.997363
0.997467
0.997566
0.997662
0.997754
0.997843
0.997928
0.99801
0.998088
0.998164
0.998236
0.998306
0.998373
0.998437
0.998499
0.998558
0.998615
0.99867
0.998723
0.998773
0.998822
0.998869
0.998914
0.998957
0.998999
0.999039
0.999077
0.999114
0.99915
0.999184
0.999217
0.999248
0.999278
0.999308
0.999336
0.999363
0.999389
0.999414
0.999438
0.999461
0.999483
0.999505
0.999525
0.999545
0.999565
0.999583
0.999601
0.999618
0.999635
0.99965
0.999666
0.999681
0.999695
0.999709
0.999722
0.999735
0.999748
0.99976
0.999772
0.999783
0.999794
0.999805
0.999815
0.999825
0.999835
0.999844
0.999854
0.999863
0.999871
0.99988
0.999888
0.999897
0.999905
0.999913
0.99992
0.999928
0.999936
0.999943
0.99995
0.999958
0.999965
0.999972
0.999979
0.999986
0.999993
1
