u_n
0
0.0173207
0.0346275
0.0519064
0.0691437
0.0863255
0.103438
0.120469
0.137403
0.154229
0.170932
0.187502
0.203925
0.220189
0.236284
0.252196
0.267917
0.283434
0.298738
0.313819
0.328668
0.343276
0.357634
0.371734
0.385569
0.399131
0.412413
0.425409
0.438114
0.45052
0.462624
0.474419
0.485903
0.49707
0.507916
0.518439
0.528634
0.538499
0.548031
0.557228
0.566088
0.574607
0.582785
0.59062
0.598109
0.605252
0.612046
0.618491
0.624586
0.630328
0.635717
0.640751
0.645429
0.64975
0.653711
0.657312
0.660551
0.663426
0.665935
0.668075
0.669846
0.671245
0.672268
0.672914
0.673179
0.67306
0.672555
0.671659
0.670369
0.668682
0.666593
0.664098
0.661192
0.657872
0.654133
0.649969
0.645377
0.64035
0.634885
0.628976
0.622617
0.615805
0.608533
0.600797
0.592593
0.583915
0.57476
0.565123
0.555
0.544388
0.533285
0.521687
0.509593
0.497001
0.483912
0.470323
0.456238
0.441657
0.426583
0.41102
0.394972
0.378445
0.361446
0.343983
0.326065
0.307703
0.288908
0.269694
0.250075
0.230066
0.209684
0.188948
0.167878
0.146494
0.124818
0.102873
0.0806839
0.0582752
0.035673
0.0129045
-0.0100029
-0.033021
-0.056121
-0.0792738
-0.10245
-0.125621
-0.148756
-0.171826
-0.194803
-0.217658
-0.240363
-0.26289
-0.285212
-0.307305
-0.329143
-0.350702
-0.37196
-0.392895
-0.413489
-0.433721
-0.453574
-0.473034
-0.492086
-0.510716
-0.528914
-0.546669
-0.563974
-0.580822
-0.597207
-0.613125
-0.628574
-0.643552
-0.65806
-0.672098
-0.685669
-0.698776
-0.711424
-0.723618
-0.735365
-0.746671
-0.757544
-0.767993
-0.778027
-0.787655
-0.796887
-0.805735
-0.814207
-0.822316
-0.830073
-0.837488
-0.844574
-0.851341
-0.857802
-0.863967
-0.869849
-0.875457
-0.880804
-0.885899
-0.890754
-0.89538
-0.899785
-0.903981
-0.907977
-0.911781
-0.915404
-0.918853
-0.922137
-0.925264
-0.928243
-0.931079
-0.933781
-0.936354
-0.938806
-0.941143
-0.94337
-0.945492
-0.947515
-0.949445
-0.951284
-0.953039
-0.954712
-0.956307
-0.957829
-0.959279
-0.960662
-0.961981
-0.963236
-0.964432
-0.96557
-0.966652
-0.967679
-0.968654
-0.969577
-0.97045
-0.971274
-0.97205
-0.972777
-0.973457
-0.97409
-0.974676
-0.975215
-0.975707
-0.976152
-0.97655
-0.976899
-0.9772
-0.977451
-0.977652
-0.977802
-0.9779
-0.977944
-0.977934
-0.977868
-0.977745
-0.977563
-0.977321
-0.977017
-0.976651
-0.976219
-0.97572
-0.975153
-0.974516
-0.973808
-0.973025
-0.972168
-0.971233
-0.970219
-0.969124
-0.967946
-0.966684
-0.965336
-0.963899
-0.962372
-0.960754
-0.959041
-0.957233
-0.955327
-0.953321
-0.951213
-0.949002
-0.946685
-0.944259
-0.941723
-0.939075
-0.936311
-0.933429
-0.930426
-0.927301
-0.924049
-0.920668
-0.917154
-0.913505
-0.909717
-0.905787
-0.90171
-0.897483
-0.893101
-0.888562
-0.88386
-0.878992
-0.873952
-0.868736
-0.86334
-0.857758
-0.851986
-0.846019
-0.839851
-0.833477
-0.826893
-0.820093
-0.813071
-0.805822
