x;y
-1.5708;2.71828
-1.37445;2.61677
-1.1781;2.34798
-0.981748;1.99639
-0.785398;1.64872
-0.589049;1.3616
-0.392699;1.15771
-0.19635;1.03879
0;1
0.19635;1.03879
0.392699;1.15771
0.589049;1.3616
0.785398;1.64872
0.981748;1.99639
1.1781;2.34798
1.37445;2.61677
1.5708;2.71828
