x_n;y_n
0.794795;0.0184515
0.796797;0.0181452
0.798799;0.01784
0.800801;0.0175361
0.802803;0.0172334
0.804805;0.0169319
0.806807;0.0166319
0.808809;0.0163331
0.810811;0.0160359
0.812813;0.0157401
0.814815;0.0154458
0.816817;0.015153
0.818819;0.0148619
0.820821;0.0145725
0.822823;0.0142848
0.824825;0.0139988
0.826827;0.0137146
0.828829;0.0134323
0.830831;0.0131518
0.832833;0.0128733
0.834835;0.0125967
0.836837;0.0123222
0.838839;0.0120497
0.840841;0.0117793
0.842843;0.0115111
0.844845;0.0112451
0.846847;0.0109813
0.848849;0.0107198
0.850851;0.0104606
0.852853;0.0102037
0.854855;0.00994926
0.856857;0.00969724
0.858859;0.0094477
0.860861;0.00920067
0.862863;0.0089562
0.864865;0.00871432
0.866867;0.00847507
0.868869;0.00823849
0.870871;0.00800462
0.872873;0.00777349
0.874875;0.00754515
0.876877;0.00731961
0.878879;0.00709694
0.880881;0.00687714
0.882883;0.00666027
0.884885;0.00644636
0.886887;0.00623543
0.888889;0.00602753
0.890891;0.00582268
0.892893;0.00562093
0.894895;0.00542229
0.896897;0.0052268
0.898899;0.0050345
0.900901;0.00484541
0.902903;0.00465956
0.904905;0.00447698
0.906907;0.0042977
0.908909;0.00412176
0.910911;0.00394917
0.912913;0.00377996
0.914915;0.00361416
0.916917;0.00345181
0.918919;0.00329291
0.920921;0.0031375
0.922923;0.00298561
0.924925;0.00283725
0.926927;0.00269245
0.928929;0.00255123
0.930931;0.00241362
0.932933;0.00227963
0.934935;0.00214929
0.936937;0.00202262
0.938939;0.00189964
0.940941;0.00178036
0.942943;0.00166482
0.944945;0.00155301
0.946947;0.00144497
0.948949;0.00134071
0.950951;0.00124025
0.952953;0.0011436
0.954955;0.00105077
0.956957;0.000961786
0.958959;0.000876657
0.960961;0.000795398
0.962963;0.000718021
0.964965;0.000644539
0.966967;0.000574962
0.968969;0.000509302
0.970971;0.00044757
0.972973;0.000389774
0.974975;0.000335925
0.976977;0.00028603
0.978979;0.000240098
0.980981;0.000198136
0.982983;0.00016015
0.984985;0.000126146
0.986987;9.61303e-05
0.988989;7.0107e-05
0.990991;4.80803e-05
0.992993;3.00538e-05
0.994995;1.60301e-05
0.996997;6.0117e-06
0.998999;-2.63852e-15
1.001;-2.00401e-06
1.003;-2.63703e-15
1.00501;6.0117e-06
1.00701;1.60301e-05
1.00901;3.00538e-05
1.01101;4.80803e-05
1.01301;7.0107e-05
1.01502;9.61303e-05
1.01702;0.000126146
1.01902;0.00016015
1.02102;0.000198136
1.02302;0.000240098
1.02503;0.00028603
1.02703;0.000335925
1.02903;0.000389774
1.03103;0.00044757
1.03303;0.000509302
1.03504;0.000574962
1.03704;0.000644539
1.03904;0.000718021
1.04104;0.000795398
1.04304;0.000876657
1.04505;0.000961786
1.04705;0.00105077
1.04905;0.0011436
1.05105;0.00124025
1.05305;0.00134071
1.05506;0.00144497
1.05706;0.00155301
1.05906;0.00166482
1.06106;0.00178036
1.06306;0.00189964
1.06507;0.00202262
1.06707;0.00214929
1.06907;0.00227963
1.07107;0.00241362
1.07307;0.00255123
1.07508;0.00269245
1.07708;0.00283725
1.07908;0.00298561
1.08108;0.0031375
1.08308;0.00329291
1.08509;0.00345181
1.08709;0.00361416
1.08909;0.00377996
1.09109;0.00394917
1.09309;0.00412176
1.0951;0.0042977
1.0971;0.00447698
1.0991;0.00465956
1.1011;0.00484541
1.1031;0.0050345
1.10511;0.0052268
1.10711;0.00542229
1.10911;0.00562093
1.11111;0.00582268
1.11311;0.00602753
1.11512;0.00623543
1.11712;0.00644636
1.11912;0.00666027
1.12112;0.00687714
1.12312;0.00709694
1.12513;0.00731961
1.12713;0.00754515
1.12913;0.00777349
1.13113;0.00800462
1.13313;0.00823849
1.13514;0.00847507
1.13714;0.00871432
1.13914;0.0089562
1.14114;0.00920067
1.14314;0.0094477
1.14515;0.00969724
1.14715;0.00994926
1.14915;0.0102037
1.15115;0.0104606
1.15315;0.0107198
1.15516;0.0109813
1.15716;0.0112451
1.15916;0.0115111
1.16116;0.0117793
1.16316;0.0120497
1.16517;0.0123222
1.16717;0.0125967
1.16917;0.0128733
1.17117;0.0131518
1.17317;0.0134323
1.17518;0.0137146
1.17718;0.0139988
1.17918;0.0142848
1.18118;0.0145725
1.18318;0.0148619
1.18519;0.015153
1.18719;0.0154458
1.18919;0.0157401
1.19119;0.0160359
1.19319;0.0163331
1.1952;0.0166319
1.1972;0.0169319
1.1992;0.0172334
1.2012;0.0175361
1.2032;0.01784
1.20521;0.0181452
1.20721;0.0184515
1.20921;0.0187588
1.21121;0.0190673
1.21321;0.0193767
1.21522;0.0196871
1.21722;0.0199983
1.21922;0.0203105
1.22122;0.0206234
1.22322;0.020937
1.22523;0.0212514
1.22723;0.0215664
1.22923;0.0218821
1.23123;0.0221982
1.23323;0.0225149
1.23524;0.022832
1.23724;0.0231496
1.23924;0.0234675
1.24124;0.0237857
1.24324;0.0241041
1.24525;0.0244227
1.24725;0.0247415
1.24925;0.0250604
1.25125;0.0253794
1.25325;0.0256983
1.25526;0.0260172
1.25726;0.026336
1.25926;0.0266546
1.26126;0.0269731
1.26326;0.0272913
1.26527;0.0276091
1.26727;0.0279267
1.26927;0.0282438
1.27127;0.0285605
1.27327;0.0288767
1.27528;0.0291923
1.27728;0.0295073
1.27928;0.0298217
1.28128;0.0301354
1.28328;0.0304483
1.28529;0.0307604
1.28729;0.0310717
1.28929;0.031382
1.29129;0.0316915
1.29329;0.0319999
1.2953;0.0323073
1.2973;0.0326135
1.2993;0.0329187
1.3013;0.0332226
1.3033;0.0335254
1.30531;0.0338268
1.30731;0.0341269
1.30931;0.0344256
1.31131;0.0347229
1.31331;0.0350187
1.31532;0.035313
1.31732;0.0356057
1.31932;0.0358968
1.32132;0.0361862
1.32332;0.036474
1.32533;0.0367599
1.32733;0.0370441
1.32933;0.0373265
1.33133;0.0376069
1.33333;0.0378855
1.33534;0.038162
1.33734;0.0384365
1.33934;0.038709
1.34134;0.0389794
1.34334;0.0392476
1.34535;0.0395136
1.34735;0.0397774
1.34935;0.0400389
1.35135;0.0402982
1.35335;0.040555
1.35536;0.0408095
1.35736;0.0410615
1.35936;0.041311
1.36136;0.0415581
1.36336;0.0418025
1.36537;0.0420444
1.36737;0.0422837
1.36937;0.0425202
1.37137;0.0427541
1.37337;0.0429852
1.37538;0.0432136
1.37738;0.0434391
1.37938;0.0436618
1.38138;0.0438816
1.38338;0.0440985
1.38539;0.0443124
1.38739;0.0445233
1.38939;0.0447312
1.39139;0.044936
1.39339;0.0451378
1.3954;0.0453364
1.3974;0.0455319
1.3994;0.0457242
1.4014;0.0459133
1.4034;0.0460992
1.40541;0.0462817
1.40741;0.046461
1.40941;0.046637
1.41141;0.0468096
1.41341;0.0469788
1.41542;0.0471446
1.41742;0.0473069
1.41942;0.0474658
1.42142;0.0476212
1.42342;0.0477731
1.42543;0.0479215
1.42743;0.0480663
1.42943;0.0482075
1.43143;0.0483451
1.43343;0.0484791
1.43544;0.0486094
1.43744;0.0487361
1.43944;0.0488591
1.44144;0.0489784
1.44344;0.0490939
1.44545;0.0492057
1.44745;0.0493138
1.44945;0.049418
1.45145;0.0495185
1.45345;0.0496151
1.45546;0.049708
1.45746;0.0497969
1.45946;0.0498821
1.46146;0.0499633
1.46346;0.0500407
1.46547;0.0501142
1.46747;0.0501838
1.46947;0.0502494
1.47147;0.0503112
1.47347;0.050369
1.47548;0.0504228
1.47748;0.0504727
1.47948;0.0505186
1.48148;0.0505606
1.48348;0.0505986
1.48549;0.0506326
1.48749;0.0506626
1.48949;0.0506886
1.49149;0.0507106
1.49349;0.0507287
1.4955;0.0507427
1.4975;0.0507527
1.4995;0.0507587
1.5015;0.0507607
1.5035;0.0507587
1.50551;0.0507527
1.50751;0.0507427
1.50951;0.0507287
1.51151;0.0507106
1.51351;0.0506886
1.51552;0.0506626
1.51752;0.0506326
1.51952;0.0505986
1.52152;0.0505606
1.52352;0.0505186
1.52553;0.0504727
1.52753;0.0504228
1.52953;0.050369
1.53153;0.0503112
1.53353;0.0502494
1.53554;0.0501838
1.53754;0.0501142
1.53954;0.0500407
1.54154;0.0499633
1.54354;0.0498821
1.54555;0.0497969
1.54755;0.049708
1.54955;0.0496151
1.55155;0.0495185
1.55355;0.049418
1.55556;0.0493138
1.55756;0.0492057
1.55956;0.0490939
1.56156;0.0489784
1.56356;0.0488591
1.56557;0.0487361
1.56757;0.0486094
1.56957;0.0484791
1.57157;0.0483451
1.57357;0.0482075
1.57558;0.0480663
1.57758;0.0479215
1.57958;0.0477731
1.58158;0.0476212
1.58358;0.0474658
1.58559;0.0473069
1.58759;0.0471446
1.58959;0.0469788
1.59159;0.0468096
1.59359;0.046637
1.5956;0.046461
1.5976;0.0462817
1.5996;0.0460992
1.6016;0.0459133
1.6036;0.0457242
1.60561;0.0455319
1.60761;0.0453364
1.60961;0.0451378
1.61161;0.044936
1.61361;0.0447312
1.61562;0.0445233
1.61762;0.0443124
1.61962;0.0440985
1.62162;0.0438816
1.62362;0.0436618
1.62563;0.0434391
1.62763;0.0432136
1.62963;0.0429852
1.63163;0.0427541
1.63363;0.0425202
1.63564;0.0422837
1.63764;0.0420444
1.63964;0.0418025
1.64164;0.0415581
1.64364;0.041311
1.64565;0.0410615
1.64765;0.0408095
1.64965;0.040555
1.65165;0.0402982
1.65365;0.0400389
1.65566;0.0397774
1.65766;0.0395136
1.65966;0.0392476
1.66166;0.0389794
1.66366;0.038709
1.66567;0.0384365
1.66767;0.038162
1.66967;0.0378855
1.67167;0.0376069
1.67367;0.0373265
1.67568;0.0370441
1.67768;0.0367599
1.67968;0.036474
1.68168;0.0361862
1.68368;0.0358968
1.68569;0.0356057
1.68769;0.035313
1.68969;0.0350187
1.69169;0.0347229
1.69369;0.0344256
1.6957;0.0341269
1.6977;0.0338268
1.6997;0.0335254
1.7017;0.0332226
1.7037;0.0329187
1.70571;0.0326135
1.70771;0.0323073
1.70971;0.0319999
1.71171;0.0316915
1.71371;0.031382
1.71572;0.0310717
1.71772;0.0307604
1.71972;0.0304483
1.72172;0.0301354
1.72372;0.0298217
1.72573;0.0295073
1.72773;0.0291923
1.72973;0.0288767
1.73173;0.0285605
1.73373;0.0282438
1.73574;0.0279267
1.73774;0.0276091
1.73974;0.0272913
1.74174;0.0269731
1.74374;0.0266546
1.74575;0.026336
1.74775;0.0260172
1.74975;0.0256983
1.75175;0.0253794
1.75375;0.0250604
1.75576;0.0247415
1.75776;0.0244227
1.75976;0.0241041
1.76176;0.0237857
1.76376;0.0234675
1.76577;0.0231496
1.76777;0.022832
1.76977;0.0225149
1.77177;0.0221982
1.77377;0.0218821
1.77578;0.0215664
1.77778;0.0212514
1.77978;0.020937
1.78178;0.0206234
1.78378;0.0203105
1.78579;0.0199983
1.78779;0.0196871
1.78979;0.0193767
1.79179;0.0190673
1.79379;0.0187588
1.7958;0.0184515
1.7978;0.0181452
1.7998;0.01784
1.8018;0.0175361
1.8038;0.0172334
1.80581;0.0169319
1.80781;0.0166319
1.80981;0.0163331
1.81181;0.0160359
1.81381;0.0157401
1.81582;0.0154458
1.81782;0.015153
1.81982;0.0148619
1.82182;0.0145725
1.82382;0.0142848
1.82583;0.0139988
1.82783;0.0137146
1.82983;0.0134323
1.83183;0.0131518
1.83383;0.0128733
1.83584;0.0125967
1.83784;0.0123222
1.83984;0.0120497
1.84184;0.0117793
1.84384;0.0115111
1.84585;0.0112451
1.84785;0.0109813
1.84985;0.0107198
1.85185;0.0104606
1.85385;0.0102037
1.85586;0.00994926
1.85786;0.00969724
1.85986;0.0094477
1.86186;0.00920067
1.86386;0.0089562
1.86587;0.00871432
1.86787;0.00847507
1.86987;0.00823849
1.87187;0.00800462
1.87387;0.00777349
1.87588;0.00754515
1.87788;0.00731961
1.87988;0.00709694
1.88188;0.00687714
1.88388;0.00666027
1.88589;0.00644636
1.88789;0.00623543
1.88989;0.00602753
1.89189;0.00582268
1.89389;0.00562093
1.8959;0.00542229
1.8979;0.0052268
1.8999;0.0050345
1.9019;0.00484541
1.9039;0.00465956
1.90591;0.00447698
1.90791;0.0042977
1.90991;0.00412176
1.91191;0.00394917
1.91391;0.00377996
1.91592;0.00361416
1.91792;0.00345181
1.91992;0.00329291
1.92192;0.0031375
1.92392;0.00298561
1.92593;0.00283725
1.92793;0.00269245
1.92993;0.00255123
1.93193;0.00241362
1.93393;0.00227963
1.93594;0.00214929
1.93794;0.00202262
1.93994;0.00189964
1.94194;0.00178036
1.94394;0.00166482
1.94595;0.00155301
1.94795;0.00144497
1.94995;0.00134071
1.95195;0.00124025
1.95395;0.0011436
1.95596;0.00105077
1.95796;0.000961786
1.95996;0.000876657
1.96196;0.000795398
1.96396;0.000718021
1.96597;0.000644539
1.96797;0.000574962
1.96997;0.000509302
1.97197;0.00044757
1.97397;0.000389774
1.97598;0.000335925
1.97798;0.00028603
1.97998;0.000240098
1.98198;0.000198136
1.98398;0.00016015
1.98599;0.000126146
1.98799;9.61303e-05
1.98999;7.0107e-05
1.99199;4.80803e-05
1.99399;3.00538e-05
1.996;1.60301e-05
1.998;6.0117e-06
2;0

