N;Approx
1824;0.0129481
1825;0.0128253
1826;0.0127028
1827;0.0125804
1828;0.0124583
1829;0.0123364
1830;0.0122147
1831;0.0120933
1832;0.0119721
1833;0.0118511
1834;0.0117303
1835;0.0116098
1836;0.0114894
1837;0.0113693
1838;0.0112494
1839;0.0111298
1840;0.0110103
1841;0.0108911
1842;0.0107721
1843;0.0106533
1844;0.0105348
1845;0.0104164
1846;0.0102983
1847;0.0101804
1848;0.0100627
1849;0.00994517
1850;0.0098279
1851;0.00971085
1852;0.00959401
1853;0.00947738
1854;0.00936097
1855;0.00924477
1856;0.00912879
1857;0.00901301
1858;0.00889745
1859;0.0087821
1860;0.00866696
1861;0.00855203
1862;0.00843731
1863;0.0083228
1864;0.0082085
1865;0.0080944
1866;0.00798052
1867;0.00786684
1868;0.00775337
1869;0.0076401
1870;0.00752704
1871;0.00741419
1872;0.00730154
1873;0.0071891
1874;0.00707686
1875;0.00696482
1876;0.00685299
1877;0.00674136
1878;0.00662993
1879;0.00651871
1880;0.00640769
1881;0.00629687
1882;0.00618624
1883;0.00607582
1884;0.0059656
1885;0.00585558
1886;0.00574576
1887;0.00563614
1888;0.00552671
1889;0.00541749
1890;0.00530846
1891;0.00519962
1892;0.00509099
1893;0.00498254
1894;0.0048743
1895;0.00476625
1896;0.0046584
1897;0.00455073
1898;0.00444327
1899;0.004336
1900;0.00422892
1901;0.00412203
1902;0.00401533
1903;0.00390883
1904;0.00380252
1905;0.0036964
1906;0.00359047
1907;0.00348473
1908;0.00337918
1909;0.00327382
1910;0.00316865
1911;0.00306367
1912;0.00295887
1913;0.00285427
1914;0.00274985
1915;0.00264562
1916;0.00254157
1917;0.00243772
1918;0.00233404
1919;0.00223056
1920;0.00212725
1921;0.00202414
1922;0.0019212
1923;0.00181846
1924;0.00171589
1925;0.00161351
1926;0.00151131
1927;0.00140929
1928;0.00130746
1929;0.0012058
1930;0.00110433
1931;0.00100304
1932;0.000901932
1933;0.000801001
1934;0.000700251
1935;0.00059968
1936;0.000499288
1937;0.000399074
1938;0.000299039
1939;0.000199182
1940;9.95025e-05
1941;0
