N;Approx
0;19.7567
1;1.49959
2;0.498596
3;0.103351
4;0.0190919
5;0.00372424
6;0.000761099
7;0.00015903
8;3.35232e-05
9;7.07979e-06
10;1.48503e-06
11;2.99418e-07
12;4.80176e-08
13;5.30209e-09
