N;Approx
628;1.29151
629;1.28768
630;1.28387
631;1.28007
632;1.27628
633;1.27251
634;1.26874
635;1.26499
636;1.26124
637;1.25751
638;1.25379
639;1.25008
640;1.24639
641;1.2427
642;1.23902
643;1.23536
644;1.23171
645;1.22806
646;1.22443
647;1.22081
648;1.21721
649;1.21361
650;1.21002
651;1.20645
652;1.20288
653;1.19933
654;1.19578
655;1.19225
656;1.18873
657;1.18522
658;1.18172
659;1.17823
660;1.17475
661;1.17128
662;1.16782
663;1.16438
664;1.16094
665;1.15751
666;1.1541
667;1.15069
668;1.1473
669;1.14391
670;1.14054
671;1.13718
672;1.13382
673;1.13048
674;1.12715
675;1.12383
676;1.12051
677;1.11721
678;1.11392
679;1.11064
680;1.10736
681;1.1041
682;1.10085
683;1.09761
684;1.09438
685;1.09116
686;1.08794
687;1.08474
688;1.08155
689;1.07837
690;1.07519
691;1.07203
692;1.06888
693;1.06573
694;1.0626
695;1.05948
696;1.05636
697;1.05326
698;1.05016
699;1.04708
700;1.044
701;1.04093
702;1.03788
703;1.03483
704;1.03179
705;1.02876
706;1.02574
707;1.02273
708;1.01973
709;1.01674
710;1.01375
711;1.01078
712;1.00782
713;1.00486
714;1.00192
715;0.998979
716;0.996052
717;0.993133
718;0.990224
719;0.987323
720;0.984432
721;0.981549
722;0.978675
723;0.975811
724;0.972955
725;0.970108
726;0.96727
727;0.96444
728;0.96162
729;0.958808
730;0.956005
731;0.95321
732;0.950424
733;0.947647
734;0.944879
735;0.942119
736;0.939368
737;0.936625
738;0.93389
739;0.931165
740;0.928447
741;0.925739
742;0.923038
743;0.920346
744;0.917662
745;0.914987
746;0.91232
747;0.909661
748;0.907011
749;0.904369
750;0.901735
751;0.899109
752;0.896492
753;0.893882
754;0.891281
755;0.888688
756;0.886103
757;0.883525
758;0.880956
759;0.878395
760;0.875842
761;0.873297
762;0.87076
763;0.868231
764;0.865709
765;0.863196
766;0.86069
767;0.858192
768;0.855702
769;0.85322
770;0.850745
771;0.848278
772;0.845819
773;0.843368
774;0.840924
775;0.838488
776;0.836059
777;0.833638
778;0.831224
779;0.828818
780;0.82642
781;0.824029
782;0.821645
783;0.819269
784;0.816901
785;0.814539
786;0.812185
787;0.809839
788;0.8075
789;0.805168
790;0.802843
791;0.800526
792;0.798216
793;0.795913
794;0.793617
795;0.791328
796;0.789047
797;0.786773
798;0.784506
799;0.782245
800;0.779992
801;0.777746
802;0.775507
803;0.773275
804;0.77105
805;0.768832
806;0.766621
807;0.764417
808;0.76222
809;0.760029
810;0.757845
811;0.755669
812;0.753499
813;0.751335
814;0.749179
815;0.747029
816;0.744886
817;0.74275
818;0.74062
819;0.738497
820;0.73638
821;0.734271
822;0.732167
823;0.730071
824;0.727981
825;0.725897
826;0.72382
827;0.721749
828;0.719685
829;0.717628
830;0.715576
831;0.713532
832;0.711493
833;0.709461
834;0.707435
835;0.705416
836;0.703403
837;0.701396
838;0.699395
839;0.697401
840;0.695413
841;0.693431
842;0.691455
843;0.689485
844;0.687522
845;0.685565
846;0.683613
847;0.681668
848;0.679729
849;0.677796
850;0.675869
851;0.673948
852;0.672033
853;0.670124
854;0.668221
855;0.666324
856;0.664433
857;0.662547
858;0.660668
859;0.658794
860;0.656926
861;0.655064
862;0.653208
863;0.651358
864;0.649513
865;0.647674
866;0.645841
867;0.644013
868;0.642192
869;0.640375
870;0.638565
871;0.63676
872;0.634961
873;0.633167
874;0.631379
875;0.629597
876;0.62782
877;0.626048
878;0.624282
879;0.622522
880;0.620767
881;0.619017
882;0.617273
883;0.615534
884;0.613801
885;0.612073
886;0.61035
887;0.608633
888;0.606921
889;0.605214
890;0.603513
891;0.601817
892;0.600126
893;0.598441
894;0.59676
895;0.595085
896;0.593415
897;0.59175
898;0.590091
899;0.588436
900;0.586787
901;0.585142
902;0.583503
903;0.581869
904;0.58024
905;0.578616
906;0.576997
907;0.575383
908;0.573774
909;0.57217
910;0.570571
911;0.568976
912;0.567387
913;0.565803
914;0.564223
915;0.562649
916;0.561079
917;0.559514
918;0.557954
919;0.556398
920;0.554848
921;0.553302
922;0.551761
923;0.550225
924;0.548693
925;0.547167
926;0.545644
927;0.544127
928;0.542614
929;0.541106
930;0.539603
931;0.538104
932;0.536609
933;0.53512
934;0.533635
935;0.532154
936;0.530678
937;0.529207
938;0.52774
939;0.526277
940;0.524819
941;0.523366
942;0.521916
943;0.520472
944;0.519032
945;0.517596
946;0.516164
947;0.514737
948;0.513314
949;0.511896
950;0.510482
951;0.509072
952;0.507667
953;0.506266
954;0.504869
955;0.503476
956;0.502088
957;0.500704
958;0.499324
959;0.497948
960;0.496577
961;0.495209
962;0.493846
963;0.492487
964;0.491132
965;0.489782
966;0.488435
967;0.487092
968;0.485754
969;0.484419
970;0.483089
971;0.481763
972;0.48044
973;0.479122
974;0.477808
975;0.476497
976;0.475191
977;0.473888
978;0.47259
979;0.471295
980;0.470005
981;0.468718
982;0.467435
983;0.466156
984;0.464881
985;0.46361
986;0.462342
987;0.461078
988;0.459819
989;0.458563
990;0.45731
991;0.456062
992;0.454817
993;0.453576
994;0.452339
995;0.451105
996;0.449876
997;0.44865
998;0.447427
999;0.446208
1000;0.444993
1001;0.443782
1002;0.442574
1003;0.44137
1004;0.440169
1005;0.438972
1006;0.437779
1007;0.436589
1008;0.435403
1009;0.43422
1010;0.433041
1011;0.431865
1012;0.430693
1013;0.429524
1014;0.428359
1015;0.427197
1016;0.426039
1017;0.424884
1018;0.423733
1019;0.422585
1020;0.42144
1021;0.420299
1022;0.419161
1023;0.418027
1024;0.416896
1025;0.415769
1026;0.414644
1027;0.413523
1028;0.412406
1029;0.411291
1030;0.41018
1031;0.409073
1032;0.407968
1033;0.406867
1034;0.405769
1035;0.404675
1036;0.403583
1037;0.402495
1038;0.40141
1039;0.400328
1040;0.39925
1041;0.398174
1042;0.397102
1043;0.396033
1044;0.394967
1045;0.393904
1046;0.392844
1047;0.391788
1048;0.390734
1049;0.389684
1050;0.388637
1051;0.387593
1052;0.386551
1053;0.385513
1054;0.384478
1055;0.383446
1056;0.382417
1057;0.381391
1058;0.380368
1059;0.379348
1060;0.378331
1061;0.377317
1062;0.376306
1063;0.375298
1064;0.374293
1065;0.373291
1066;0.372291
1067;0.371295
1068;0.370301
1069;0.369311
1070;0.368323
1071;0.367338
1072;0.366356
1073;0.365377
1074;0.3644
1075;0.363427
1076;0.362456
1077;0.361488
1078;0.360523
1079;0.359561
1080;0.358601
1081;0.357645
1082;0.356691
1083;0.35574
1084;0.354791
1085;0.353845
1086;0.352902
1087;0.351962
1088;0.351024
1089;0.35009
1090;0.349157
1091;0.348228
1092;0.347301
1093;0.346377
1094;0.345455
1095;0.344536
1096;0.34362
1097;0.342707
1098;0.341796
1099;0.340887
1100;0.339981
1101;0.339078
1102;0.338178
1103;0.33728
1104;0.336384
1105;0.335491
1106;0.334601
1107;0.333713
1108;0.332828
1109;0.331945
1110;0.331065
1111;0.330187
1112;0.329312
1113;0.328439
1114;0.327568
1115;0.326701
1116;0.325835
1117;0.324972
1118;0.324112
1119;0.323254
1120;0.322398
1121;0.321545
1122;0.320694
1123;0.319846
1124;0.319
1125;0.318156
1126;0.317315
1127;0.316476
1128;0.31564
1129;0.314805
1130;0.313974
1131;0.313144
1132;0.312317
1133;0.311492
1134;0.31067
1135;0.30985
1136;0.309032
1137;0.308216
1138;0.307403
1139;0.306592
1140;0.305783
1141;0.304977
1142;0.304173
1143;0.303371
1144;0.302571
1145;0.301773
1146;0.300978
1147;0.300185
1148;0.299394
1149;0.298605
1150;0.297819
1151;0.297035
1152;0.296253
1153;0.295473
1154;0.294695
1155;0.293919
1156;0.293146
1157;0.292375
1158;0.291605
1159;0.290838
1160;0.290073
1161;0.289311
1162;0.28855
1163;0.287791
1164;0.287035
1165;0.28628
1166;0.285528
1167;0.284778
1168;0.284029
1169;0.283283
1170;0.282539
1171;0.281797
1172;0.281057
1173;0.280319
1174;0.279583
1175;0.278849
1176;0.278117
1177;0.277387
1178;0.276659
1179;0.275933
1180;0.275209
1181;0.274487
1182;0.273767
1183;0.273049
1184;0.272333
1185;0.271619
1186;0.270907
1187;0.270196
1188;0.269488
1189;0.268781
1190;0.268077
1191;0.267374
1192;0.266674
1193;0.265975
1194;0.265278
1195;0.264583
1196;0.26389
1197;0.263198
1198;0.262509
1199;0.261821
1200;0.261136
1201;0.260452
1202;0.25977
1203;0.25909
1204;0.258411
1205;0.257735
1206;0.25706
1207;0.256387
1208;0.255716
1209;0.255047
1210;0.254379
1211;0.253714
1212;0.25305
1213;0.252388
1214;0.251727
1215;0.251069
1216;0.250412
1217;0.249757
1218;0.249103
1219;0.248452
1220;0.247802
1221;0.247154
1222;0.246507
1223;0.245862
1224;0.245219
1225;0.244578
1226;0.243939
1227;0.243301
1228;0.242664
1229;0.24203
1230;0.241397
1231;0.240766
1232;0.240136
1233;0.239508
1234;0.238882
1235;0.238258
1236;0.237635
1237;0.237014
1238;0.236394
1239;0.235776
1240;0.23516
1241;0.234545
1242;0.233932
1243;0.23332
1244;0.23271
1245;0.232102
1246;0.231495
1247;0.23089
1248;0.230287
1249;0.229685
1250;0.229084
1251;0.228485
1252;0.227888
1253;0.227292
1254;0.226698
1255;0.226105
1256;0.225514
1257;0.224925
1258;0.224337
1259;0.22375
1260;0.223165
1261;0.222582
1262;0.222
1263;0.221419
1264;0.22084
1265;0.220263
1266;0.219687
1267;0.219113
1268;0.21854
1269;0.217968
1270;0.217398
1271;0.216829
1272;0.216262
1273;0.215697
1274;0.215132
1275;0.21457
1276;0.214008
1277;0.213448
1278;0.21289
1279;0.212333
1280;0.211777
1281;0.211223
1282;0.210671
1283;0.210119
1284;0.209569
1285;0.209021
1286;0.208474
1287;0.207928
1288;0.207383
1289;0.206841
1290;0.206299
1291;0.205759
1292;0.20522
1293;0.204682
1294;0.204146
1295;0.203612
1296;0.203078
1297;0.202546
1298;0.202015
1299;0.201486
1300;0.200958
1301;0.200431
1302;0.199906
1303;0.199382
1304;0.198859
1305;0.198338
1306;0.197818
1307;0.197299
1308;0.196781
1309;0.196265
1310;0.19575
1311;0.195237
1312;0.194724
1313;0.194213
1314;0.193704
1315;0.193195
1316;0.192688
1317;0.192182
1318;0.191677
1319;0.191174
1320;0.190672
1321;0.190171
1322;0.189671
1323;0.189172
1324;0.188675
1325;0.188179
1326;0.187685
1327;0.187191
1328;0.186699
1329;0.186208
1330;0.185718
1331;0.185229
1332;0.184742
1333;0.184255
1334;0.18377
1335;0.183286
1336;0.182804
1337;0.182322
1338;0.181842
1339;0.181363
1340;0.180885
1341;0.180408
1342;0.179933
1343;0.179458
1344;0.178985
1345;0.178513
1346;0.178042
1347;0.177572
1348;0.177104
1349;0.176636
1350;0.17617
1351;0.175704
1352;0.17524
1353;0.174777
1354;0.174316
1355;0.173855
1356;0.173395
1357;0.172937
1358;0.172479
1359;0.172023
1360;0.171568
1361;0.171114
1362;0.170661
1363;0.170209
1364;0.169758
1365;0.169309
1366;0.16886
1367;0.168413
1368;0.167966
1369;0.167521
1370;0.167076
1371;0.166633
1372;0.166191
1373;0.16575
1374;0.16531
1375;0.164871
1376;0.164433
1377;0.163996
1378;0.16356
1379;0.163126
1380;0.162692
1381;0.162259
1382;0.161827
1383;0.161397
1384;0.160967
1385;0.160539
1386;0.160111
1387;0.159684
1388;0.159259
1389;0.158834
1390;0.158411
1391;0.157988
1392;0.157567
1393;0.157146
1394;0.156727
1395;0.156308
1396;0.155891
1397;0.155474
1398;0.155058
1399;0.154644
1400;0.15423
1401;0.153818
1402;0.153406
1403;0.152995
1404;0.152585
1405;0.152177
1406;0.151769
1407;0.151362
1408;0.150956
1409;0.150551
1410;0.150147
1411;0.149744
1412;0.149342
1413;0.148941
1414;0.14854
1415;0.148141
1416;0.147743
1417;0.147345
1418;0.146949
1419;0.146553
1420;0.146158
1421;0.145765
1422;0.145372
1423;0.14498
1424;0.144589
1425;0.144199
1426;0.14381
1427;0.143421
1428;0.143034
1429;0.142647
1430;0.142262
1431;0.141877
1432;0.141493
1433;0.14111
1434;0.140728
1435;0.140347
1436;0.139967
1437;0.139587
1438;0.139208
1439;0.138831
1440;0.138454
1441;0.138078
1442;0.137703
1443;0.137329
1444;0.136955
1445;0.136583
1446;0.136211
1447;0.13584
1448;0.13547
1449;0.135101
1450;0.134733
1451;0.134365
1452;0.133999
1453;0.133633
1454;0.133268
1455;0.132904
1456;0.13254
1457;0.132178
1458;0.131816
1459;0.131455
1460;0.131095
1461;0.130736
1462;0.130378
1463;0.13002
1464;0.129663
1465;0.129307
1466;0.128952
1467;0.128598
1468;0.128244
1469;0.127891
1470;0.127539
1471;0.127188
1472;0.126838
1473;0.126488
1474;0.126139
1475;0.125791
1476;0.125444
1477;0.125098
1478;0.124752
1479;0.124407
1480;0.124063
1481;0.123719
1482;0.123377
1483;0.123035
1484;0.122694
1485;0.122353
1486;0.122014
1487;0.121675
1488;0.121337
1489;0.121
1490;0.120663
1491;0.120327
1492;0.119992
1493;0.119658
1494;0.119324
1495;0.118991
1496;0.118659
1497;0.118328
1498;0.117997
1499;0.117667
1500;0.117338
1501;0.117009
1502;0.116682
1503;0.116355
1504;0.116028
1505;0.115703
1506;0.115378
1507;0.115054
1508;0.11473
1509;0.114408
1510;0.114086
1511;0.113764
1512;0.113444
1513;0.113124
1514;0.112804
1515;0.112486
1516;0.112168
1517;0.111851
1518;0.111535
1519;0.111219
1520;0.110904
1521;0.110589
1522;0.110276
1523;0.109963
1524;0.10965
1525;0.109339
1526;0.109028
1527;0.108717
1528;0.108408
1529;0.108099
1530;0.107791
1531;0.107483
1532;0.107176
1533;0.10687
1534;0.106564
1535;0.106259
1536;0.105955
1537;0.105651
1538;0.105348
1539;0.105046
1540;0.104744
1541;0.104443
1542;0.104143
1543;0.103843
1544;0.103544
1545;0.103245
1546;0.102948
1547;0.10265
1548;0.102354
1549;0.102058
1550;0.101763
1551;0.101468
1552;0.101174
1553;0.100881
1554;0.100588
1555;0.100296
1556;0.100004
1557;0.0997133
1558;0.099423
1559;0.0991333
1560;0.0988443
1561;0.0985559
1562;0.0982681
1563;0.0979809
1564;0.0976943
1565;0.0974083
1566;0.0971229
1567;0.0968381
1568;0.096554
1569;0.0962704
1570;0.0959874
1571;0.0957051
1572;0.0954233
1573;0.0951421
1574;0.0948615
1575;0.0945815
1576;0.0943021
1577;0.0940233
1578;0.0937451
1579;0.0934674
1580;0.0931904
1581;0.0929139
1582;0.092638
1583;0.0923627
1584;0.0920879
1585;0.0918138
1586;0.0915402
1587;0.0912672
1588;0.0909947
1589;0.0907228
1590;0.0904515
1591;0.0901808
1592;0.0899106
1593;0.089641
1594;0.0893719
1595;0.0891035
1596;0.0888355
1597;0.0885682
1598;0.0883013
1599;0.0880351
1600;0.0877694
1601;0.0875042
1602;0.0872396
1603;0.0869755
1604;0.086712
1605;0.0864491
1606;0.0861867
1607;0.0859248
1608;0.0856634
1609;0.0854027
1610;0.0851424
1611;0.0848827
1612;0.0846235
1613;0.0843649
1614;0.0841067
1615;0.0838492
1616;0.0835921
1617;0.0833356
1618;0.0830796
1619;0.0828241
1620;0.0825692
1621;0.0823148
1622;0.0820609
1623;0.0818075
1624;0.0815546
1625;0.0813023
1626;0.0810505
1627;0.0807992
1628;0.0805484
1629;0.0802981
1630;0.0800483
1631;0.0797991
1632;0.0795503
1633;0.0793021
1634;0.0790544
1635;0.0788071
1636;0.0785604
1637;0.0783142
1638;0.0780685
1639;0.0778233
1640;0.0775785
1641;0.0773343
1642;0.0770906
1643;0.0768473
1644;0.0766046
1645;0.0763623
1646;0.0761206
1647;0.0758793
1648;0.0756385
1649;0.0753982
1650;0.0751584
1651;0.0749191
1652;0.0746803
1653;0.0744419
1654;0.074204
1655;0.0739666
1656;0.0737297
1657;0.0734933
1658;0.0732573
1659;0.0730218
1660;0.0727868
1661;0.0725523
1662;0.0723182
1663;0.0720846
1664;0.0718515
1665;0.0716188
1666;0.0713866
1667;0.0711549
1668;0.0709236
1669;0.0706928
1670;0.0704624
1671;0.0702325
1672;0.0700031
1673;0.0697742
1674;0.0695456
1675;0.0693176
1676;0.06909
1677;0.0688628
1678;0.0686362
1679;0.0684099
1680;0.0681841
1681;0.0679588
1682;0.0677339
1683;0.0675094
1684;0.0672854
1685;0.0670619
1686;0.0668388
1687;0.0666161
1688;0.0663939
1689;0.0661721
1690;0.0659508
1691;0.0657298
1692;0.0655094
1693;0.0652893
1694;0.0650697
1695;0.0648506
1696;0.0646318
1697;0.0644135
1698;0.0641957
1699;0.0639782
1700;0.0637612
1701;0.0635446
1702;0.0633285
1703;0.0631127
1704;0.0628974
1705;0.0626825
1706;0.0624681
1707;0.062254
1708;0.0620404
1709;0.0618272
1710;0.0616144
1711;0.0614021
1712;0.0611901
1713;0.0609786
1714;0.0607675
1715;0.0605568
1716;0.0603465
1717;0.0601366
1718;0.0599271
1719;0.059718
1720;0.0595094
1721;0.0593011
1722;0.0590933
1723;0.0588858
1724;0.0586788
1725;0.0584722
1726;0.0582659
1727;0.0580601
1728;0.0578547
1729;0.0576497
1730;0.057445
1731;0.0572408
1732;0.057037
1733;0.0568335
1734;0.0566305
1735;0.0564278
1736;0.0562256
1737;0.0560237
1738;0.0558222
1739;0.0556211
1740;0.0554204
1741;0.0552201
1742;0.0550202
1743;0.0548207
1744;0.0546215
1745;0.0544228
1746;0.0542244
1747;0.0540264
1748;0.0538288
1749;0.0536315
1750;0.0534347
1751;0.0532382
1752;0.0530421
1753;0.0528464
1754;0.052651
1755;0.052456
1756;0.0522614
1757;0.0520672
1758;0.0518734
1759;0.0516799
1760;0.0514868
1761;0.051294
1762;0.0511017
1763;0.0509097
1764;0.050718
1765;0.0505268
1766;0.0503359
1767;0.0501453
1768;0.0499552
1769;0.0497653
1770;0.0495759
1771;0.0493868
1772;0.0491981
1773;0.0490097
1774;0.0488217
1775;0.0486341
1776;0.0484468
1777;0.0482598
1778;0.0480733
1779;0.047887
1780;0.0477012
1781;0.0475157
1782;0.0473305
1783;0.0471457
1784;0.0469612
1785;0.0467771
1786;0.0465933
1787;0.0464099
1788;0.0462269
1789;0.0460441
1790;0.0458618
1791;0.0456797
1792;0.045498
1793;0.0453167
1794;0.0451357
1795;0.044955
1796;0.0447747
1797;0.0445948
1798;0.0444151
1799;0.0442358
1800;0.0440569
1801;0.0438782
1802;0.0436999
1803;0.043522
1804;0.0433444
1805;0.0431671
1806;0.0429902
1807;0.0428135
1808;0.0426373
1809;0.0424613
1810;0.0422857
1811;0.0421104
1812;0.0419354
1813;0.0417608
1814;0.0415865
1815;0.0414125
1816;0.0412388
1817;0.0410655
1818;0.0408925
1819;0.0407198
1820;0.0405475
1821;0.0403754
1822;0.0402037
1823;0.0400323
1824;0.0398612
1825;0.0396905
1826;0.03952
1827;0.0393499
1828;0.0391801
1829;0.0390106
1830;0.0388415
1831;0.0386726
1832;0.0385041
1833;0.0383358
1834;0.0381679
1835;0.0380003
1836;0.037833
1837;0.0376661
1838;0.0374994
1839;0.037333
1840;0.037167
1841;0.0370012
1842;0.0368358
