N;Approx
0;28.0554
1;2.44389
2;0.927325
3;0.381419
4;0.150449
5;0.0571405
6;0.0213283
7;0.00791766
8;0.00293728
9;0.00109062
10;0.00040546
11;0.000150925
12;5.6241e-05
13;2.09751e-05
14;7.82483e-06
15;2.91594e-06
16;1.08167e-06
17;3.95636e-07
18;1.38834e-07
19;4.26289e-08
20;6.56109e-09
21;6.97022e-09
22;1.20499e-08
