x_n;y_n
1.7978;1
1.7998;1
1.8018;1
1.8038;1
1.80581;1
1.80781;1
1.80981;1
1.81181;1
1.81381;1
1.81582;1
1.81782;1
1.81982;1
1.82182;1
1.82382;1
1.82583;1
1.82783;1
1.82983;1
1.83183;1
1.83383;1
1.83584;1
1.83784;1
1.83984;1
1.84184;1
1.84384;1
1.84585;1
1.84785;1
1.84985;1
1.85185;1
1.85385;1
1.85586;1
1.85786;1
1.85986;1
1.86186;1
1.86386;1
1.86587;1
1.86787;1
1.86987;1
1.87187;1
1.87387;1
1.87588;1
1.87788;1
1.87988;1
1.88188;1
1.88388;1
1.88589;1
1.88789;1
1.88989;1
1.89189;1
1.89389;1
1.8959;1
1.8979;1
1.8999;1
1.9019;1
1.9039;1
1.90591;1
1.90791;1
1.90991;1
1.91191;1
1.91391;1
1.91592;1
1.91792;1
1.91992;1
1.92192;1
1.92392;1
1.92593;1
1.92793;1
1.92993;1
1.93193;1
1.93393;1
1.93594;1
1.93794;1
1.93994;1
1.94194;1
1.94394;1
1.94595;1
1.94795;1
1.94995;1
1.95195;1
1.95395;1
1.95596;1
1.95796;1
1.95996;1
1.96196;1
1.96396;1
1.96597;1
1.96797;1
1.96997;1
1.97197;1
1.97397;1
1.97598;1
1.97798;1
1.97998;1
1.98198;1
1.98398;1
1.98599;1
1.98799;1
1.98999;1
1.99199;1
1.99399;1
1.996;1
1.998;1
2;1

