x;y
-1.47116;0.316024
-1.46139;0.318913
-1.45161;0.321835
-1.44184;0.324792
-1.43206;0.327783
-1.42229;0.330808
-1.41251;0.333869
-1.40274;0.336965
-1.39296;0.340096
-1.38319;0.343264
-1.37341;0.346469
-1.36364;0.349711
-1.35386;0.35299
-1.34409;0.356307
-1.33431;0.359662
-1.32454;0.363056
-1.31476;0.366489
-1.30499;0.369961
-1.29521;0.373473
-1.28543;0.377025
-1.27566;0.380618
-1.26588;0.384251
-1.25611;0.387926
-1.24633;0.391642
-1.23656;0.395401
-1.22678;0.399202
-1.21701;0.403045
-1.20723;0.406932
-1.19746;0.410862
-1.18768;0.414836
-1.17791;0.418854
-1.16813;0.422916
-1.15836;0.427023
-1.14858;0.431175
-1.13881;0.435373
-1.12903;0.439616
-1.11926;0.443905
-1.10948;0.44824
-1.09971;0.452621
-1.08993;0.457049
-1.08016;0.461523
-1.07038;0.466045
-1.06061;0.470614
-1.05083;0.47523
-1.04106;0.479893
-1.03128;0.484604
-1.02151;0.489363
-1.01173;0.494169
-1.00196;0.499023
-0.99218;0.503925
-0.982405;0.508875
-0.97263;0.513872
-0.962854;0.518918
-0.953079;0.52401
-0.943304;0.52915
-0.933529;0.534338
-0.923754;0.539572
-0.913978;0.544853
-0.904203;0.550181
-0.894428;0.555555
-0.884653;0.560975
-0.874878;0.56644
-0.865103;0.571951
-0.855327;0.577506
-0.845552;0.583104
-0.835777;0.588747
-0.826002;0.594432
-0.816227;0.600159
-0.806452;0.605927
-0.796676;0.611736
-0.786901;0.617584
-0.777126;0.623471
-0.767351;0.629395
-0.757576;0.635356
-0.747801;0.641352
-0.738025;0.647383
-0.72825;0.653446
-0.718475;0.659541
-0.7087;0.665666
-0.698925;0.671819
-0.68915;0.678
-0.679374;0.684205
-0.669599;0.690435
-0.659824;0.696686
-0.650049;0.702956
-0.640274;0.709245
-0.630499;0.715549
-0.620723;0.721867
-0.610948;0.728195
-0.601173;0.734533
-0.591398;0.740877
-0.581623;0.747225
-0.571848;0.753574
-0.562072;0.759922
-0.552297;0.766265
-0.542522;0.7726
-0.532747;0.778926
-0.522972;0.785238
-0.513196;0.791533
-0.503421;0.797809
-0.493646;0.804061
-0.483871;0.810287
-0.474096;0.816482
-0.464321;0.822643
-0.454545;0.828767
-0.44477;0.83485
-0.434995;0.840887
-0.42522;0.846875
-0.415445;0.85281
